company,description,genre,imageUrl,metascore,otherPlatform,platform,players,release,title,trailerUrl,userRatesCnt
"
                                                        Annapurna Interactive
                                                    ","KENTUCKY ROUTE ZERO is a magical realist adventure game about a secret highway running through the caves beneath Kentucky, and the mysterious folks who travel it. At twilight in Kentucky, as bird songs give way to the choir of frogs and insects, familiar roads become strange, and it's easy to get lost. Those who are already lost may find their way to a secret highway winding through underground caves. The people who live and work along this highway are themselves a little strange at first, but soon seem familiar: the aging driver making the last delivery for a doomed antique shop; the young woman who fixes obsolete TVs surrounded by ghosts; the child and his giant eagle companion; the robot musicians; the invisible power company lurking everywhere, and the threadbare communities who struggle against its grip.","Adventure,General,",https://static.metacritic.com/images/products/games/8/6af7ce78618dba784269787232b74e1c-98.jpg,87,"PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Jan 28, 2020",Kentucky Route Zero: TV Edition,https://static-gamespotvideo.cbsistatic.com/vr/2020/01/27/Gameplay_KentuckyRouteZero_20200127_8000.mp4,19 Ratings
"
                                                        Konami
                                                    ","In PES 2017, the 1st touch is calculated by player attributes, as well as the further inclusion of real ball physics directly controlled by the input ball touch. See how different players control the ball in unique and different ways based on where and how you control them, dictating the flow of the game based on how they react to the unpredictable movement of the ball. In addition, there is more control in how you receive passes, and depending on the pass, players can visually execute the exact play intended, from receiving a pass to sending the ball out again. [Konami]","Sports,Team,Soccer,Sim,",https://static.metacritic.com/images/products/games/6/9c561d3cddcff38b8f385450382edbd2-98.jpg,87,"iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360,","
                                                        Xbox One
                                                    ",,"Sep 13, 2016",Pro Evolution Soccer 2017,https://static-gamespotvideo.cbsistatic.com/vr/2016/06/14/Trailer_PES2017_Teaser_20160614_4000.mp4,99 Ratings
"
                                                        Electronic Arts
                                                    ","In single player, Titanfall 2 delivers a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 lets fans step out onto The Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out. In multiplayer, Respawn is continuing to evolve their gameplay to provide a more robust experience that delivers expanded depth and variety that includes six new Titans, deeper Pilot abilities, more customization options, and a robust progression system that is sure to satisfy fans. [Electronic Arts]","Action,Shooter,First-Person,Arcade,",https://static.metacritic.com/images/products/games/1/8ce66d6bf1274d3cd409a2c9b24b88f4-98.jpg,87,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",Up to 16 ,"Oct 28, 2016",Titanfall 2,https://static-gamespotvideo.cbsistatic.com/vr/2016/08/31/Trailer_Titanfall2_Titans_20160831_4000.mp4,502 Ratings
"
                                                        Coffee Stain Studios
                                                    ","Challenge yourselves in this hard-boiled co-op arcade shooter! Run, jump, and take cover in the mayhem-filled streets of the future. Kill the henchmen, take their guns, and Huntdown the leaders! Collect the bounty, level by level, and make a healthy living by making living unhealthy.","Action,General,",https://static.metacritic.com/images/products/games/8/83ffaa5681c54e95e7bdd9fcb2bad430-98.jpg,87,"PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",2 ,"May 12, 2020",Huntdown,https://static-gamespotvideo.cbsistatic.com/vr/2017/03/10/Trailer_Huntdown_PAX_20170310_4000.mp4,25 Ratings
"
                                                        Activision
                                                    ","In Destiny 2, the last safe city on Earth has fallen and lays in ruins, occupied by a powerful new enemy and his elite army, the Red Legion. Every player creates his own character called a “Guardian,” humanity’s chosen protectors.  As a Guardian in Destiny 2, players must master new abilities and weapons to reunite the city’s forces, stand together and fight back to reclaim their home. In Destiny 2 players embark on a fresh story filled with new destinations around our solar system to explore, and an expansive amount of activities to discover.  There is something for almost every type of gamer in Destiny 2, including gameplay for solo, cooperative and competitive players set within a vast, evolving and exciting universe. [Bungie]","Action,Shooter,First-Person,Arcade,",https://static.metacritic.com/images/products/games/5/545393e533fe4ec4c665ef5f17e10272-98.jpg,87,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",Up to 16 ,"Sep  6, 2017",Destiny 2,https://static-gamespotvideo.cbsistatic.com/vr/2018/08/29/Trailer_PSPlus_20180829_4000.mp4,606 Ratings
"
                                                        Microsoft Game Studios
                                                    ","Blizzard Mountain invites players to the snowy elevations of a brand new playable area of Forza Horizon 3’s Australia. This is a place where speedy vehicles are welcome, ice and blizzard conditions are the norm, and snow tires are heartily recommended. ","Racing,Simulation,Automobile,",https://static.metacritic.com/images/products/games/8/759eaf614f3940479acbd71e51a6f425-98.jpg,87,"PC,","
                                                        Xbox One
                                                    ",,"Dec 13, 2016",Forza Horizon 3: Blizzard Mountain,https://static-gamespotvideo.cbsistatic.com/vr/2017/04/26/Trailer_forza_dlc_2017426_4000.mp4,96 Ratings
"
                                                        2K Games
                                                    ","Earth has changed. Twenty years have passed since world leaders offered an unconditional surrender to alien forces. XCOM, the planet’s last line of defense, was left decimated and scattered. Now, in XCOM 2, the aliens rule Earth, building shining cities that promise a brilliant future for humanity on the surface, while concealing a sinister agenda and eliminating all who dissent from their new order. Only those who live at the edges of the world have a margin of freedom. Here, a force gathers once again to stand up for humanity. Always on the run, and facing impossible odds, the remnant XCOM forces must find a way to ignite a global resistance, and eliminate the alien threat once and for all.","Strategy,Turn-Based,General,Tactics,",https://static.metacritic.com/images/products/games/8/b39da50f15e510d93a69fb62145eca3b-98.jpg,87,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",2 ,"Sep 27, 2016",XCOM 2,https://static-gamespotvideo.cbsistatic.com/vr/2017/06/12/E3_XCOMWarofChosen_Trailer_06122017_4000.mp4,101 Ratings
"
                                                        Microsoft Game Studios
                                                    ","Forza Horizon 3 Hot Wheels, the latest expansion for Forza Horizon 3, is now available exclusively on both Xbox One and Windows 10 PCs. Available either as part of the Forza Horizon 3 Expansion Pass, or as a standalone purchase, Forza Horizon 3 Hot Wheels transports you to a new Australian locale, where orange tracks spiral and loop into the air and iconic Hot Wheels cars come to life. ","Racing,Simulation,Automobile,",https://static.metacritic.com/images/products/games/6/f75ef6d591e38e3a1e49247a985ce272-98.jpg,87,"PC,","
                                                        Xbox One
                                                    ",,"May  9, 2017",Forza Horizon 3: Hot Wheels,https://static-gamespotvideo.cbsistatic.com/vr/2017/07/28/trailer_forza_ff_2017728_4000.mp4,100 Ratings
"
                                                        Capcom
                                                    ","In Okami, the player takes the role of the mythical sun goddess Amaterasu, in the form of a wolf. Her task is to restore color (or 'life') to the world by destroying the monsters who have stolen it. Since Amaterasu is a diety, there are naturally people who worship her and people who don't. The more people who worship her (as a result of her restoring color and doing other good deeds for them), the more powerful she becomes.","Action Adventure,General,",https://static.metacritic.com/images/products/games/8/c6a4d323290382930190eb2d478dbce2-98.jpg,87,"PC,PlayStation 3,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Dec 12, 2017",Okami HD,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/24/okami_gp_ps2_071406_qt_1000.mp4,68 Ratings
"
                                                        drool Games
                                                    ","Thumper is rhythm violence: classic rhythm-action, blistering speed, and brutal physicality.","Action,Rhythm,Music,",https://static.metacritic.com/images/products/games/7/c3d6f9b59d4945726db2c2bd2b697551-98.jpg,86,"PC,PlayStation 4,Stadia,Switch,","
                                                        Xbox One
                                                    ",,"Aug 18, 2017",Thumper,,10 Ratings
"
                                                        Thekla, Inc
                                                    ","You wake up, alone, on a strange island full of puzzles that will challenge and surprise you. You don't remember who you are, and you don't remember how you got here, but there's one thing you can do: explore the island in hope of discovering clues, regaining your memory, and somehow finding your way home. The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles. This game respects you as an intelligent player and it treats your time as precious. There's no filler each of those puzzles brings its own new idea into the mix. So, this is a game full of ideas.","Adventure,3D,First-Person,",https://static.metacritic.com/images/products/games/6/36e5be2ec84133873f3ea3005ca33efa-98.jpg,86,"iPhone/iPad,PC,PlayStation 4,","
                                                        Xbox One
                                                    ",,"Sep 13, 2016",The Witness,,57 Ratings
"
                                                        Codemasters
                                                    ","DiRT Rally features 39 of the most iconic and relevant cars from yesteryear through to modern day, representing the cars that the players want, and the ones that make the most sense for the surfaces they race on. Six rallies with over 70 stages. Head to the muddy paths of Wales, the dusty trails of Greece and the icy tarmac of Monte Carlo. Take on the legendary hillclimb of Pikes Peak, the snowy thrills of Sweden, and the epic scenery of Finland. DiRT Rally has the iconic locations to test your nerve and delight your senses. Race at the Lydden Hill, Holjes and Hell tracks in six of the fastest off-road cars and take on your friends in bumper-to-bumper multiplayer racing. ","Racing,Simulation,Automobile,",https://static.metacritic.com/images/products/games/6/a1f6f9ca6c54f3afd00465790977d2c6-98.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",,"Apr  5, 2016",DiRT Rally,https://static-gamespotvideo.cbsistatic.com/vr/2015/12/07/Trailer_DiRTRallyTheRoadAheadPC_Launch_20151207_4000.mp4,84 Ratings
"
                                                        2K Games
                                                    ","Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against historys greatest leaders to build a civilization that will stand the test of time.","Strategy,Turn-Based,4X,",https://static.metacritic.com/images/products/games/7/92ea4614d1fa4091a00e13295eb8b983-98.jpg,86,"iPhone/iPad,PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Nov 22, 2019",Sid Meier's Civilization VI,,27 Ratings
"
                                                        Studio MDHR
                                                    ","Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/1/9aac176f7ec2a599351e1014fbd13800-98.jpg,86,"PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Sep 29, 2017",Cuphead,https://static-gamespotvideo.cbsistatic.com/vr/2017/09/29/Gameplay_CupHeadCoOp_20170929_8000.mp4,835 Ratings
"
                                                        Microsoft Game Studios
                                                    ","Eight characters are coming to Killer Instinct with the Season 3 update, including Rash (Battletoads), Arbiter (Halo), Kim Wu, and Tusk.","Action,Fighting,2D,",https://static.metacritic.com/images/products/games/6/8a33f73a5fdd0f7651ce635ecea16a1d-98.jpg,86,,"
                                                        Xbox One
                                                    ",,"Mar 29, 2016",Killer Instinct Season 3,https://static-gamespotvideo.cbsistatic.com/vr/2016/01/31/Trailer_KillerInstinct_Halo_20160131_4000.mp4,147 Ratings
"
                                                        Paradox Interactive
                                                    ","Pillars of Eternity, the ultimate role-playing experience on PC, comes to Xbox One! Created by and for role-playing fans by Obsidian Entertainment, masters of the RPG genre, Pillars started as a Kickstarter project, where it shattered all funding goals and pulled in more than 75,000 backers. From there, it released to broad critical acclaim, won dozens of awards, and has been a fan favorite on the PC. Now, Paradox Arctic has adapted this unmissable RPG for an entirely new audience on major consoles -- bringing Pillars' fantastical world, tactical combat, and unforgettable story to fans on a whole new platform. Pillars of Eternity: Complete Edition includes all previously released additional content from the PC version, including all DLC and expansions in a single package. ","Role-Playing,Western-Style,",https://static.metacritic.com/images/products/games/1/ac8b3d1e730ca3f6ba538b8ab0acf2ef-98.jpg,86,"PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Aug 29, 2017",Pillars of Eternity: Complete Edition,https://static-gamespotvideo.cbsistatic.com/vr/2017/06/21/Trailer_PillarsOfEternity_ConsoleAnnouncement_20170621_4000.mp4,36 Ratings
"
                                                        Yacht Club Games
                                                    ","Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly!","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/6/90d81af20068e72365ce4951fa69d48a-98.jpg,86,"3DS,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U,","
                                                        Xbox One
                                                    ",,"Apr 21, 2015",Shovel Knight,https://static-gamespotvideo.cbsistatic.com/vr/2015/08/25/Trailer_ShovelKnight_PlagueofShadows_20150825_4000.mp4,65 Ratings
"
                                                        2K Sports
                                                    ","NBA 2K14 promises to raise the bar yet again, providing the best basketball gaming experience for legions of sports fans and gamers around the world.","Sim,Sports,Traditional,Team,Basketball,Sim,",https://static.metacritic.com/images/products/games/5/5bfac6b3da8714e9a1c41bbfbdd5830b-98.jpg,86,"iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360,","
                                                        Xbox One
                                                    ",Up to 10 ,"Nov 12, 2013",NBA 2K14,https://static-gamespotvideo.cbsistatic.com/vr/2013/09/27/169_nba2k14_stickcontrol_multi_ot_092613_4000.mp4,184 Ratings
"
                                                        Capcom
                                                    ","The definitive edition of this action game arrives with enhanced 1080p graphics at 60fps, new features and all the original DLC included. Chain together stylish combos with up to 8 unique weapons. Traverse the demonic world of Limbo as you join Dante and Vergil in the legendary rebirth of the Devil May Cry franchise. ","Fantasy,Action Adventure,General,Linear,",https://static.metacritic.com/images/products/games/1/d5a329e6b00de96ef9d9067e1b97b3bd-98.jpg,86,"PlayStation 4,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Mar 10, 2015",DmC: Devil May Cry Definitive Edition,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2010/09/169_devil_may_cry_tgs_trailer_2000.mp4,279 Ratings
"
                                                        Infinite Dreams Inc.
                                                    ","The best mobile shooter is now ready to rock your iPhone!Sky Force Reloaded is an award winning and highly acclaimed vertical shooter. It features 3d interactive objects, outstanding graphics, special effects, high quality soundtrack and 100% of pure gameplay.Ever wanted to play a good arcade vertical shooter? This one is for you!----------------------------------------------PRESS:IGN Review:9.5/10 - Force your friend to buy this one.AppSmile.com5/5 - With its recent introduction into the App Store, Sky Force Reloaded (or perhaps re-Reloaded) is a title no arcade junkie should miss.PocketGamer:10/10 - Graphically, Sky Force: Reloaded is stunning. The whole game screams quality.PocketPlayers.deOne of the best, if not THE best shooters!----------------------------------------------FEATURES:- 8 large levels- plenty of enemies,- interactive environment elements*- upgradable weapons- dynamic weather (rain, clouds, wind)- highscoresRecommended for fans of Raiden, 1942, 1945, iFighter, Siberian Strike","Action,Shooter,Shoot-'Em-Up,Vertical,",https://static.metacritic.com/images/products/games/6/d0475ea6a1f42b4982d6f97e1757d13f-98.jpg,86,"iPhone/iPad,PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Dec  1, 2017",Sky Force Reloaded,,16 Ratings
"
                                                        Take-Two Interactive
                                                    ","Be the Story. The NBA 2K franchise is back with a true-to-life NBA experience in NBA 2K16. Guide your MyPLAYER through the complete NBA journey, take control of an entire NBA franchise, or refine your skills online competing against gamers from around the globe. With animations that provide smoother movement and more realistic articulation, it promises to be the most authentic NBA gaming experience yet. [2K]","Action,General,Sports,Team,Basketball,Sim,",https://static.metacritic.com/images/products/games/1/0d15f4b13faee5909f8450adace2e2e6-98.jpg,86,"iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360,","
                                                        Xbox One
                                                    ",Up to 10 ,"Sep 25, 2015",NBA 2K16,https://static-gamespotvideo.cbsistatic.com/vr/2015/08/20/Trailer_NBA2K16_PresentsAnthonyDavisTheRise_20150820_4000.mp4,123 Ratings
"
                                                        Electronic Arts
                                                    ","Crafted by one of the co-creators of Call of Duty and other key developers behind the Call of Duty franchise, Titanfall, with its advanced combat techniques, gives you the freedom to fight your way as both elite assault Pilot and fast, heavily armored Titan. The experience combines fast-paced multiplayer action with the dramatically charged moments of a cinematic universe.","Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade,",https://static.metacritic.com/images/products/games/3/7207cad078308daa5f1f2bf9d669a812-98.jpg,86,"PC,Xbox 360,","
                                                        Xbox One
                                                    ",Up to 12 ,"Mar 11, 2014",Titanfall,https://static-gamespotvideo.cbsistatic.com/vr/2013/12/09/Trailer_Titanfall_OgreReveal_20131209_4000.mp4,2504 Ratings
"
                                                        Blizzard Entertainment
                                                    ","Xbox One players can now experience the full adventure of Blizzard's epic action RPG, Diablo III, and the upcoming expansion, Reaper of Souls all from the comfort of their couch in Diablo III: Ultimate Evil Edition. Take on the role of one of six powerful character class Barbarian, Demon Hunter, Monk, Witch Doctor, Wizard, or the all-new Crusader and embark on a dark journey through Acts I-V to save the world of Sanctuary from ancient and sinister forces.","Role-Playing,Action RPG,",https://static.metacritic.com/images/products/games/2/521b7adfd66b6d002c14c32d3e969c72-98.jpg,86,"PC,PlayStation 3,PlayStation 4,Xbox 360,","
                                                        Xbox One
                                                    ",Up to 4 ,"Aug 19, 2014",Diablo III: Ultimate Evil Edition,https://static-gamespotvideo.cbsistatic.com/vr/2013/11/08/Trailer_DiabloIIIReaperofSoulsOpeningCinematic_20131108_4000.mp4,351 Ratings
"
                                                        Capcom
                                                    ","Fear and isolation seep through the walls of an abandoned southern farmhouse. ""7"" marks a new beginning for survival horror with the Isolated View of the visceral new first-person perspective. Powered by the RE Engine, horror reaches incredible heights of immersion as players enter a terrifyingly new world of fear as they fight to survive.","Action Adventure,Survival,",https://static.metacritic.com/images/products/games/7/2a00c969261328a420e64421f77d87c6-98.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Jan 24, 2017",Resident Evil 7: biohazard,https://static-gamespotvideo.cbsistatic.com/vr/2016/11/01/Trailer_RE7_Imagination_20161031_4000.mp4,440 Ratings
"
                                                        Bandai Namco Games
                                                    ","After the success of the Xenoverse series, its time to introduce a new classic 2D DRAGON BALL fighting game for this generations consoles. DRAGON BALL FighterZ is born from what makes the DRAGON BALL series so loved and famous: endless spectacular fights with its allpowerful fighters. Partnering with Arc System Works, DRAGON BALL FighterZ maximizes high end Anime graphics and brings easy to learn but difficult to master fighting gameplay to audiences worldwide. ","Action,Fighting,2D,",https://static.metacritic.com/images/products/games/2/f2c4e090ad41c8b507cbc5d3bb9793d6-98.jpg,86,"PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",2 ,"Jan 26, 2018",Dragon Ball FighterZ,https://static-gamespotvideo.cbsistatic.com/vr/2017/10/10/Trailer_Gohan_Reveal_20171010_4000.mp4,99 Ratings
"
                                                        Activision
                                                    ","With 2 brand-new destinations to explore, and new weapons, armour and Supers to acquire, Forsaken takes players on an epic journey into the wild frontiers of our solar system where the lines between justice and revenge are blurred. Forsaken also features an all-new competitive and collaborative endgame activity, called Gambit. A first-of-its kind for Destiny, Gambit is a new, hybrid 4v4 mode that merges both PvE and PvP experiences into an epic battle. This entirely new way to play Destiny 2 offers something for all types of gamers to enjoy, appealing to those who thrive on the competitive challenge of PvP gameplay, while seamlessly blending the collaborative and unpredictable elements of PvE. [Bungie] ","Action,Shooter,First-Person,Arcade,",https://static.metacritic.com/images/products/games/2/a243162be1f41340f2a52cb462178bdb-98.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",,"Sep  4, 2018",Destiny 2: Forsaken,https://static-gamespotvideo.cbsistatic.com/vr/2018/11/27/Destiny2_Vidoc_11272018_4000.mp4,101 Ratings
"
                                                        Warner Bros. Interactive Entertainment
                                                    ","Mortal Kombat is back and better than ever in the next evolution of the iconic franchise. The all new Custom Character Variations give you unprecedented control to customize the fighters and make them your own. The new graphics engine showcasing every skull-shattering, eye-popping moment, brings you so close to the fight you can feel it. And featuring a roster of new and returning Klassic Fighters, Mortal Kombat's best in class cinematic story mode continues the epic saga over 25 years in the making.","Action,Fighting,2D,",https://static.metacritic.com/images/products/games/3/eec2bb9cc2d7407cbb462e41c233e70f-98.jpg,86,"PC,PlayStation 4,Stadia,Switch,","
                                                        Xbox One
                                                    ",Up to 8 ,"Apr 23, 2019",Mortal Kombat 11,https://static-gamespotvideo.cbsistatic.com/vr/2019/03/20/trailer_mk_2018320_4000.mp4,455 Ratings
"
                                                        Square Enix
                                                    ","Armed with only the raw instincts and physical ability to push beyond the limits of human endurance, Tomb Raider delivers an intense and gritty story into the origins of Lara Croft and her ascent from a frightened young woman to a hardened survivor.","Modern,Action Adventure,General,Modern,Linear,",https://static.metacritic.com/images/products/games/9/4dcd13c8fea3980bc5457caf59717d59-98.jpg,86,"PlayStation 4,Stadia,","
                                                        Xbox One
                                                    ",Up to 8 ,"Jan 28, 2014",Tomb Raider: Definitive Edition,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2012/12/169_tomb_raider_scavenger_hunt_ot_multi_121912_4000.mp4,568 Ratings
"
                                                        Square Enix
                                                    ","Conquer a world strenuously protecting its secrets, endure dangers conditions and unstable landscapes, face viscous wildlife that act as guardians to ancient tombs, and explore massive interactive environments. Utilize the environment to your advantage, climb trees and go underwater to avoid or accost enemies, configure Lara's gear, weapons, and ammunition to suit your play style, dummy up explosives on the fly to wreak havoc, and wield Lara's signature combat bows and climbing axe. [Xbox.com]","Fantasy,Action Adventure,General,Linear,",https://static.metacritic.com/images/products/games/5/97db5b492982c9c94fbe043fe16ac09b-98.jpg,86,"PC,Stadia,Xbox 360,","
                                                        Xbox One
                                                    ",No Online Multiplayer,"Nov 10, 2015",Rise of the Tomb Raider,https://static-gamespotvideo.cbsistatic.com/vr/2015/09/21/Trailer_RotTR_DescentLegend_20150921_4000.mp4,1463 Ratings
"
                                                        Microsoft Game Studios
                                                    ","Race through a wide-open world featuring dramatic weather and day to night cycles. Connect with friends in this celebration of speed, style, and action-packed driving. Explore exotic locations in more than 200 of the world’s greatest cars.","Driving,Racing,Simulation,GT / Street,Automobile,",https://static.metacritic.com/images/products/games/1/f51887518c128c7455aa452a4606c65b-98.jpg,86,"Xbox 360,","
                                                        Xbox One
                                                    ",Up to 12 ,"Sep 30, 2014",Forza Horizon 2,https://static-gamespotvideo.cbsistatic.com/vr/2014/09/11/Trailer_ForzaHorizon2_LaunchTrailer_20140911_4000.mp4,1105 Ratings
"
                                                        Aspyr
                                                    ","What would you do if your fears were hacked? The year is 2084. You are Daniel Lazarski, an elite neural detective known as an Observer, whose purpose is to hack and invade suspects’ minds. To gather evidence, you must relive their darkest fears, and, finally, face your own. From Bloober Team, the creators of Layers of Fear, >observer_ is a cyberpunk horror game designed to disturb you.","Adventure,3D,First-Person,",https://static.metacritic.com/images/products/games/4/3b03662f60aa97e4959c570523e634a0-98.jpg,86,"PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",,"Aug 15, 2017",Observer,https://static-gamespotvideo.cbsistatic.com/vr/2017/07/19/Trailer_Observer_YearIs2084_20170719_4000.mp4,52 Ratings
"
                                                        Warner Bros. Interactive Entertainment
                                                    ","Dying Light: The Following is a significant expansion to Dying Light and the untold chapter of Kyle Crane’s story. Take to a vast new area that will transform your Dying Light experience through new game mechanics, environments and challenges on top of the established core of the game.","Action Adventure,Survival,",https://static.metacritic.com/images/products/games/98w-game.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",,"Feb  9, 2016",Dying Light: The Following,https://static-gamespotvideo.cbsistatic.com/vr/2016/01/14/Trailer_DyingLight_WeaponizeRide_20160114_4000.mp4,92 Ratings
"
                                                        Codemasters
                                                    ","Dirt 4 puts you at the wheel of the most powerful machines ever made as you face the toughest roads and circuits on the planet in rally, rallycross, and landrush.","Racing,Simulation,Automobile,",https://static.metacritic.com/images/products/games/2/74a004122927e43816de4ecea1ab88ba-98.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",,"Jun  6, 2017",DiRT 4,https://static-gamespotvideo.cbsistatic.com/vr/2017/03/01/Trailer_Dirt4_Stage_20170301_4000.mp4,62 Ratings
"
                                                        Microsoft Game Studios
                                                    ","Experience the thrill of motorsport at the limit. Enjoy graphics at 60fps and native 4K resolution in HDR. Collect and race more than 700 cars, including the largest collection of Ferraris, Porsches, and Lamborghinis ever. Challenge yourself across 30 famous destinations and 200 ribbons, where race conditions change every time you return to the track. [Microsoft]","Racing,Simulation,Automobile,",https://static.metacritic.com/images/products/games/1/749c9a72c91848567459e9be459e56df-98.jpg,86,"PC,","
                                                        Xbox One
                                                    ",Up to 24 ,"Sep 29, 2017",Forza Motorsport 7,,884 Ratings
"
                                                        Warner Bros. Interactive Entertainment
                                                    ","Mortal Kombat X combines cinematic presentation with all new gameplay to deliver the most brutal Kombat experience ever, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy.  For the first time, Mortal Kombat X gives players the ability to choose from multiple variations of each character impacting both strategy and fighting style. Players step into an original story showcasing some of the game’s most prolific characters including Scorpion and Sub-Zero, while introducing new challengers that represent the forces of good and evil and tie the tale together.","Action,Fighting,2D,3D,",https://static.metacritic.com/images/products/games/4/beed1039437c732b1be53d810ce74c46-98.jpg,86,"PC,PlayStation 4,","
                                                        Xbox One
                                                    ",Up to 10 ,"Apr 14, 2015",Mortal Kombat X,https://static-gamespotvideo.cbsistatic.com/vr/2015/02/27/Trailer_MortalKombatX_Story_20150227_4000.mp4,353 Ratings
"
                                                        Namco Bandai Games
                                                    ","Embark upon an epic dark fantasy in a universe stricken by decline and the Curse. Explore its intricate world design - full of hidden passages, dungeons and secrets - and uncover its deeply rooted lore.","Role-Playing,Action RPG,",https://static.metacritic.com/images/products/games/7/6ac4855a606717857c8750bd34075a09-98.jpg,86,"PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",Up to 6 ,"May 25, 2018",Dark Souls Remastered,https://static-gamespotvideo.cbsistatic.com/vr/2018/05/17/gameplay_darksoulsblighttown_20170512_8000.mp4,122 Ratings
"
                                                        Electronic Arts
                                                    ","EA SPORTS NHL 20 introduces cutting-edge gameplay innovation to showcase your skills, more customization to unlock your style, and new modes to compete with friends.","Sports,Team,Ice Hockey,Sim,",https://static.metacritic.com/images/products/games/9/c69193dbba76bc4b34dd137dcd24e248-98.jpg,85,"PlayStation 4,","
                                                        Xbox One
                                                    ",Up to 12 ,"Sep 10, 2019",NHL 20,https://static-gamespotvideo.cbsistatic.com/vr/2019/07/26/gameplay_nhlones_ffamode_8000.mp4,48 Ratings
"
                                                        CD Projekt Red Studio
                                                    ","From the creators of The Witcher 3: Wild Hunt comes a brand new tale set in the brutal and twisted universe of witcher Geralt of Rivia. The world stands on the verge of chaos, as the tensions between the power-hungry Nilfgaardian Empire and proud Northern Realms grow. Facing an imminent invasion, Meve — war-veteran Queen of Lyria and Rivia — is forced to once again enter the warpath, and set out on a dark journey of destruction and revenge.","Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle,",https://static.metacritic.com/images/products/games/2/72d971588cfa849b0bee16b67ce6b2f9-98.jpg,85,"iPhone/iPad,PC,PlayStation 4,Switch,","
                                                        Xbox One
                                                    ",Online Multiplayer,"Dec  4, 2018",Thronebreaker: The Witcher Tales,https://static-gamespotvideo.cbsistatic.com/vr/2018/09/26/Thronebreake_WitcherTalesGP_PC_Sep27_7AM_Pst_8000.mp4,48 Ratings
